"SW_p","SW_stat","KS_p","KS_stat","CM_p","CM_stat","AD_p","AD_stat"
0.00727955617435304,0.934263820130067,0.218012835023095,0.144105193267595,0.23868612746639,0.216078528510753,0.244105795874247,1.2644351496564
