"agfh.mse.mean","agfh.mse.sd","hb.mse.mean","hb.mse.sd","lm.mse.mean","lm.mse.sd","eb.mse.mean","eb.mse.sd","adj.prof.mse.mean","adj.prof.mse.sd","adj.reml.mse.mean","adj.reml.mse.sd","reml.mse.mean","reml.mse.sd"
6.66573698739599,2.70615226295541,6.0045183181021,1.55418980725462,7.03955884431303,2.02248161391262,6.45168181742232,1.79924310139074,6.35267693862998,1.72217575627934,6.27885767634312,1.65844056003397,6.29287838812727,1.66491950081153
