"agfh.mse.mean","agfh.mse.sd","hb.mse.mean","hb.mse.sd","lm.mse.mean","lm.mse.sd","eb.mse.mean","eb.mse.sd","adj.prof.mse.mean","adj.prof.mse.sd","adj.reml.mse.mean","adj.reml.mse.sd","reml.mse.mean","reml.mse.sd"
4.08050120910951,0.709376325204647,3.65170165224146,0.703224210823642,4.94207536262803,0.710853775307965,3.37079224205759,0.52948461997275,3.37160355752815,0.536358227999268,3.37397251822715,0.543753930618727,3.37397251822715,0.543753930618727
