"agfh.mse.mean","agfh.mse.sd","hb.mse.mean","hb.mse.sd","lm.mse.mean","lm.mse.sd","eb.mse.mean","eb.mse.sd","adj.prof.mse.mean","adj.prof.mse.sd","adj.reml.mse.mean","adj.reml.mse.sd","reml.mse.mean","reml.mse.sd"
4.29097398496638,1.20035653126989,4.62603403396002,0.951588295623577,5.28148009182773,0.682299686974999,4.03839782617379,1.15392816876261,4.06889232848048,1.10382728098142,4.1098912397515,1.06219636458247,4.11328979997258,1.06533974728786
