"agfh_means","agfh_medians","agfh_maps","hb","lm","eb"
1.01611659493454,1.00007527842103,1.14932479959716,2.96579154084512,2.31342900030708,3.11601390930844
2.94393946597137,2.93876353690716,2.62121592852895,3.81310282377682,4.47286916218982,5.97765962435936
0.977013728472235,0.939031291116468,1.47312142466326,4.05105225187582,3.08788712241399,3.08788712241403
9.12834776652927,9.15349662219203,9.48665662270689,13.2828310018062,12.9431141048622,13.3510412633927
3.74901179699251,2.2502248314362,2.18656703040003,17.1600455676618,17.8369182754217,17.8369182754218
0.789805117295063,0.787996433837623,0.827041001298171,3.25957722958932,1.85905580448514,1.85905580448513
9.34061946425346,9.21651294159492,7.62206857161799,11.5149836545626,12.1068216510351,12.1555950765506
0.748613346094223,0.761640455690564,0.919484142381666,2.97348651096696,2.62667519010856,3.19489728351405
0.43315654303681,0.422041946781547,0.468676036162768,10.343959160695,12.1391736802295,12.1391736802295
2.6747470545451,2.61246924348602,2.95215499312872,15.9098941981302,14.4772370167016,14.4772370167017
0.36911082332232,0.363106472605283,0.512393941061444,3.00319730071645,2.64344661182024,2.64344661182023
3.65338056577247,3.6551211722712,4.29726966958343,6.9210734624834,6.32754573359003,6.89751769577352
0.8255482228847,0.816846952816798,1.12001236070434,2.90300635896503,2.22358225500913,2.22358225500916
1.84289135634051,1.84873738900325,1.75313883575062,9.75939403810188,10.6253575227634,10.5288215663489
2.62167385602057,2.69423439769426,3.17553608954091,9.81942847066649,9.66260863095803,9.66260863095794
3.45117467414884,3.47399637776242,4.09585887399193,3.95487605948855,5.59006821657667,5.59006821657664
1.42275596208223,1.41523625044195,1.8778291620553,4.18276498345751,3.5725613409268,3.56957455081239
4.33688466385336,4.39684456179669,5.237597362079,2.73912320351282,3.27134825874268,3.30354061837925
0.462803114144768,0.459138980395955,0.544879333454382,4.64403799781326,4.3752809018433,4.37528090184329
2.85888147709437,2.88252466097199,3.48672422371897,2.68250798066472,2.46365061975775,3.12605462557495
5.23073945322278,5.22541580876653,5.65401679611833,8.41185915135792,8.87243806186423,8.87243806186422
0.763690908573866,0.749876241287368,0.657627275844757,3.81797704728917,3.09695511187634,3.09695511187631
0.755048048701315,0.77018432135056,1.02239371733738,2.36062090900805,2.2745271608507,2.25029551379882
0.564551014403321,0.559306329199605,0.547325171178602,3.12669625944614,2.90088991222993,3.90463843343323
3.40836432958424,3.3180508117898,3.42918449005905,27.3180906449693,30.4921418218353,30.4921418218349
2.11356418406534,2.04435900458869,2.23118590625794,15.2385095005261,13.5219893109316,13.5219893109316
0.672836041894644,0.594244424424934,0.601790986629062,10.9034232406429,10.6866785411832,10.6866785411831
4.03424545249591,4.01598773204038,4.03999166349219,18.2259712891668,20.3761713197831,20.3761713197831
1.40096457575861,1.39994156985712,1.58962638293516,4.73806196972517,6.41662501066907,6.49091868608821
2.57539354639388,2.59201175192166,2.9389511866361,4.30090412292321,3.18669142495262,3.27663232595796
