"SW_p","SW_stat","KS_p","KS_stat","CM_p","CM_stat","AD_p","AD_stat"
0.0247543123799266,0.947473597639127,0.342244248944849,0.128189480574517,0.452997343786301,0.13135916391972,0.491879474511826,0.784231824752403
