"SW_p","SW_stat","KS_p","KS_stat","CM_p","CM_stat","AD_p","AD_stat"
0.206561644261952,0.969287086375421,0.58467254530379,0.10549018207662,0.6172907045179,0.0939412522538347,0.67408638299532,0.571934673295374
