"thvar.avg","thvar.sd","beta.combo.avg","beta.combo.sd","beta.indiv.avg","beta.indiv.sd","theta.combo.avg","theta.combo.sd","theta.indiv.avg","theta.indiv.sd"
289,57,729,112,NA,NA,1000,0,956,70
