"thvar.avg","thvar.sd","beta.combo.avg","beta.combo.sd","beta.indiv.avg","beta.indiv.sd","theta.combo.avg","theta.combo.sd","theta.indiv.avg","theta.indiv.sd"
350,89,119,26,113,25,1000,0,161,96
