"thvar.avg","thvar.sd","beta.combo.avg","beta.combo.sd","beta.indiv.avg","beta.indiv.sd","theta.combo.avg","theta.combo.sd","theta.indiv.avg","theta.indiv.sd"
102,27,79,24,NA,NA,1000,0,552,318
