"thvar.avg","thvar.sd","beta.combo.avg","beta.combo.sd","beta.indiv.avg","beta.indiv.sd","theta.combo.avg","theta.combo.sd","theta.indiv.avg","theta.indiv.sd"
18,10,24,12,31,19,981,104,62,119
