"thvar.avg","thvar.sd","beta.combo.avg","beta.combo.sd","beta.indiv.avg","beta.indiv.sd","theta.combo.avg","theta.combo.sd","theta.indiv.avg","theta.indiv.sd"
105,37,186,271,NA,NA,1000,0,631,340
