"agfh.mse.mean","agfh.mse.sd","hb.mse.mean","hb.mse.sd","lm.mse.mean","lm.mse.sd","eb.mse.mean","eb.mse.sd","adj.prof.mse.mean","adj.prof.mse.sd","adj.reml.mse.mean","adj.reml.mse.sd","reml.mse.mean","reml.mse.sd"
6.83376242690616,4.57061193500341,3.71420584246243,2.1654139089695,4.73766313026518,3.08396759424956,4.37958887563813,2.7589007246816,4.14476338666266,2.54016086947476,3.96582057932298,2.36873586533659,3.96496827710411,2.36907779356122
