"agfh.mse.mean","agfh.mse.sd","hb.mse.mean","hb.mse.sd","lm.mse.mean","lm.mse.sd","eb.mse.mean","eb.mse.sd","adj.prof.mse.mean","adj.prof.mse.sd","adj.reml.mse.mean","adj.reml.mse.sd","reml.mse.mean","reml.mse.sd"
1.25110004755063,0.87361156911243,3.94147587829421,2.87394734741858,4.81097003858209,3.1834797639375,4.10736793581579,2.61721710693361,3.96340491563348,2.60311496958506,3.88429742385487,2.60410244738496,3.88516996527927,2.60228371236839
