"agfh_means","agfh_medians","agfh_maps","hb","lm","eb"
4.88625988277958,4.55563278212702,6.94530323008034,2.79412938667929,3.0616863163428,3.06168631634281
11.1924476223897,11.5294122005399,13.418733682914,9.15731162143268,8.03181300638031,13.6793131842945
5.51006283534161,5.44566086805986,6.92065975085515,4.93286894914156,5.41166141908117,5.41166141908116
15.4153333373239,15.6592156866274,17.2967573641932,3.67282499856851,3.10338514095935,21.8546537082489
50.563549243309,69.602799938635,110.415698363804,110.47873109429,3.00231023351184,124.340837712151
8.60567647073411,8.17299666325003,12.7905600616524,6.35971147804798,6.33221194458695,15.453009056751
2.48711963438621,2.53933966719519,3.63906708848571,2.14879060766804,1.37829278714242,1.37829278714242
0.99983288883347,0.940251593028356,1.08010041850482,5.57842973417471,4.77423596929489,4.77423596929489
1.97566503285951,2.32302338152541,2.63014690242584,1.5407676036778,1.49553167405557,1.49553167405558
1.02052606209975,0.930967276430031,1.60026650351146,4.07566068353198,2.76412327647559,2.76412327647557
3.21047163640354,2.30474347199277,3.45696542152,2.47479683102533,3.08132686422471,12.6211276374521
2.07042594200331,2.12675427753647,1.95018134378647,0.840912025319565,0.580409677217502,0.580409677217492
0.948454728583244,0.918248455152725,1.13876364768833,4.99046025890112,4.20833099383624,4.20833099383621
0.614038946812323,0.637303292552905,0.917664933661578,5.54345354578603,6.5297596781282,6.52975967812815
0.723309380881429,0.674807328166068,0.844902246016101,5.87552211947875,5.49552422914621,5.4955242291462
7.78251277173323,7.70779316085106,12.4155338092977,9.15785608734899,9.04267868722224,15.4020785516464
34.8422494711486,36.1664314778328,40.2027371714109,29.4603825018222,26.9325978039309,48.4792884640037
2.87506882031296,3.09210007624437,2.78808718498686,0.880649790723673,1.2022285948656,1.20222859486559
4.71285527048424,4.83034464326059,5.81382595544105,2.5077605787885,2.49036276828218,2.49036276828218
3.88178822570693,3.80247893549058,3.17073172150194,7.29115830535557,9.28504689348305,11.7741435358763
5.74325006800643,5.35366111047658,6.30666886463484,4.06123887549936,3.22290623161533,11.2007040774208
1.58262970755864,1.49565852350249,2.48678832516261,9.35898943227318,8.54255887515357,8.54255887515358
6.9188508437503,5.88171769772595,5.42018138688071,9.27228427019653,9.99004038034065,21.4473458025551
8.96921768309381,8.19599212999976,30.1712185215456,3.01043973490726,3.34339227079413,11.6615787315029
6.44050928335605,6.03465891728091,6.46839234533347,10.2465799909272,10.5070897129608,13.4656752949246
6.2214690783291,6.67850322510825,10.8636586821742,3.86569178019566,3.45301033738572,14.7890767172889
2.06945660781044,1.94615162429299,2.23686590673596,6.87465895301669,8.04103812367992,8.1160819924512
2.1750583479021,1.99484323078415,2.54587052163085,6.30099092611137,7.50902463888145,7.50902463888138
1.3332324674041,1.29410222193439,3.11700057048137,1.9171976170769,1.36737159804486,1.36737159804483
2.5916984450315,2.59563080641171,3.14269029511626,3.56640806826329,3.40235681080573,3.40235681080577
