"SW_p","SW_stat","KS_p","KS_stat","CM_p","CM_stat","AD_p","AD_stat"
2.50890154731078e-10,0.61475522043908,0.000534530279638235,0.278834416648311,0.00182190937895921,1.04257148371561,0.00144172005797083,5.64455524524152
